Aegon;per:parents;Rhaegar
Leo;per:parents;Moryn Tyrell
Greydon;per:parents;Goodbrother
Lord Quellon;per:siblings;Euron
Quellon Greyjoy;per:children;Victarion
Tyene;per:parents;Prince Oberyn
Osney;per:siblings;Osmund
Tommen;per:parents;Mace Tyrell
Lucas Lothston;per:children;Manfryd Lothston
Prince Aemon Aemon Targaryen;per:parents;Viserys II
Samwell Tarly;per:parents;Lord Randyll
Grand Maester Pycelle;per:children;Garlan
Harras Harlaw;per:siblings;Margaery
Lady Falyse;per:spouse;Ser Balman Byrch
Lancel;per:siblings;Kevan
Tyrion Lannister;per:parents;Father
Ser Steffon Hollard;per:children;Dontos
Arya;per:parents;Lady Catelyn
Lord Eddard;per:spouse;Lady Catelyn
Petyr;per:children;Alayne
Lord;per:children;Alayne
Ronnel;per:siblings;Jon Arryn
Alayne;per:parents;Father
Sawane;per:children;Harren
Lady Alannys;per:spouse;Lord Balon
Tommen;per:spouse;Margaery Tyrell
Renly;per:siblings;Robert
Loras;per:siblings;Margaery
Mace Tyrell;per:children;Garlan
Elia;per:siblings;Rhaenys
Aemon Targaryen;per:parents;Viserys II
Viserys;per:children;Rhaenyra
Podrick;per:parents;Brienne
Randyll;per:children;Dickon
Samwell Tarly;per:siblings;Hobber
Dickon;per:siblings;Samwell Tarly
Lollys;per:parents;Lady Tanda
Aerys;per:parents;Father
Aemon Aemon Targaryen;per:parents;Viserys II
Her;per:spouse;Robert
Osney;per:siblings;Osmund
Robert;per:children;Jon Arryn
Cersei;per:children;Dorcas
Aeron;per:siblings;Euron Greyjoy
Balon;per:children;Victarion
Balon;per:siblings;Quellon
Garin;per:siblings;Arianne
Umma;per:siblings;Sansa
Arya;per:parents;Lady Catelyn
Jon Arryn;per:spouse;Lysa Arryn
Lord Hunter;per:parents;Lady Anya
Brother;per:siblings;Ser Loras
Willam;per:siblings;Robin
Lady Merryweather;per:spouse;Garlan Tyrell
Woodwright;per:siblings;Lucantine
Jaime;per:spouse;Lady Amerei
Harwyn;per:spouse;Harwyn Plumm
Eddard Stark Stark;per:children;Cersei
Brother;per:siblings;Narbert
Brother;per:siblings;Narbert
Brother;per:siblings;Narbert
Brother;per:siblings;Gillam
Brother;per:siblings;Narbert
Brother;per:siblings;Narbert
King;per:spouse;Margaery Tyrell
Lady Amerei;per:parents;Amerei Frey
Lysa;per:parents;Hoster
Lysa;per:siblings;Catelyn
Brusco;per:children;Brea
Brusco;per:children;Talea
Rhaegar;per:parents;Aerys
Robert;per:siblings;Tyrell
Quentyn;per:siblings;Trystane
Quentyn;per:siblings;Arianne
Arianne;per:siblings;Quentyn
Lysa;per:parents;Arryn
Alys;per:spouse;Ser Elys Waynwood
Ser Ronnel Arryn;per:parents;Jasper
Lysa Arryn;per:children;Elbert
Boy;per:children;Elbert
Arryns;per:children;Elbert
Mad King Aerys;per:children;Elbert
Osney;per:siblings;Osfryd
Jaime;per:siblings;Catelyn
Walder Frey;per:parents;Ser Ryman
Aemon Targaryen;per:parents;Viserys II
Marq;per:parents;Piper
Prince Aemon Aemon Targaryen;per:parents;Viserys II
Marq;per:parents;Cersei
Samwell;per:parents;Tarly
