Catelyn Stark;per:parents;Father
Maester Vyman;per:children;Catelyn
Catelyn;per:siblings;Lysa
Jon;per:spouse;Lysa
Catelyn;per:parents;Lord Hoster Tully
Tyrek;per:parents;Uncle Tygett
Joffrey;per:spouse;Margaery
Ser Osfryd;per:siblings;Osney Oswell Kettleblack
Lady Alerie;per:spouse;Lord Tyrell
Robert;per:children;Renly
Ser Loras;per:spouse;Sansa
Robb;per:siblings;Bran
Robb;per:siblings;Bran
Balerion;per:siblings;Viserys
Aegon;per:spouse;Visenya
Rickon;per:siblings;Bran
Robert Baratheon;per:children;Jaime
Jonos;per:parents;Bracken
Ser Rolph Spicer;per:siblings;Lady Sybell
Queen Margaery;per:siblings;Loras Tyrell
Jon;per:siblings;Arya
Jon;per:children;Munda
Aemon Targaryen;per:siblings;Queen Naerys
Sansa;per:parents;Lord Tyrell
Joffrey Baratheon;per:spouse;Margaery
Samwell Tarly;per:siblings;Dickon
Dickon;per:siblings;Samwell
Samwell;per:parents;Tarly
Talla;per:siblings;Tarly
Lysa;per:parents;Hoster Tully
Tyrion;per:parents;Father
Ser Garlan;per:parents;Mace Tyrell
Lord Mace;per:children;Willas
Father;per:children;Cersei
Tyrion;per:parents;Father
Willem;per:parents;Ser Kevan Lannister
Robb;per:siblings;Arya
Arya;per:siblings;Robb
Robb;per:siblings;Arya
Aemon Targaryen;per:parents;Viserys II
Jon;per:siblings;Arya
Ygritte;per:siblings;Gendel
Lady Tanda;per:children;Sansa
Lord Tyrell;per:siblings;Lady Janna Fossoway
Sansa;per:siblings;Willas
Sansa;per:siblings;Willas
Joffrey;per:spouse;Baratheon
Bran Stark;per:parents;Lord Rickard
Brienne Tarth;per:parents;Lord Selwyn
Tommen;per:siblings;Gerion Lannister
Gilly;per:parents;Craster
Randa;per:siblings;Matt
Ser Kevan;per:children;Martyn
Mother;per:parents;Father
Walder Rivers;per:siblings;Lothar
Lothar;per:siblings;Walder Rivers
Lothar;per:siblings;Walder Rivers
Ser Rodrik;per:children;Beth
Beth;per:parents;Rodrik
Lady Bethany;per:children;Roslin
Edmure;per:siblings;Frey
Lothar Frey;per:siblings;Edmure
Daemon Blackfyre;per:siblings;Toyne
Ser Ulwyck;per:siblings;Harmen Uller
Ser Daemon Sand;per:parents;Ser Ryon
Dagos Manwoody;per:siblings;Ser Myles
Larra Blackmont;per:children;Jynessa
Brother;per:siblings;Thoros
Gregor Clegane;per:siblings;Sandor Clegane
Eddard Stark;per:children;Rickon
Jon;per:parents;Ygritte
Viserys;per:siblings;Rhaegar
Bran Stark;per:siblings;Eddard Stark
Lannister;per:parents;Lord Tytos
Ser Raynald;per:siblings;Jeyne
Lady Westerling;per:siblings;Eleyna
Dacey;per:parents;Lady Maege
Lady Maege;per:children;Dacey
Edmure;per:siblings;Bran Stark
Bran Stark;per:siblings;Eddard Stark
Baelor Targaryen;per:parents;Daeron II
Deepwood Motte;per:spouse;Robett
Bran;per:siblings;Rickon
Ser Ryman;per:parents;Stevron
Arwyn;per:parents;Aegon Frey
Aegon Frey;per:children;Arwyn
Roslin;per:parents;Lady Frey
Tyrion;per:spouse;Sansa
Baelor Targaryen;per:parents;Daeron II
Maester Cressen;per:children;Devan
Davos;per:children;Devan
Devan;per:parents;Baelor
Davos;per:children;Devan
Devan;per:parents;Davos
Father;per:children;Bran
Jojen;per:siblings;Meera
Tyrion;per:spouse;Sansa
Tyrion;per:spouse;Sansa
Shae;per:spouse;Ser Tallad
Joffrey Baratheon;per:spouse;Margaery
Aemon Targaryen;per:parents;Viserys II
Aemon Targaryen;per:parents;Viserys II
Joffrey;per:spouse;Margaery
Queen Cersei;per:spouse;Lord Tywin
Loras;per:siblings;Joffrey
Tyrion;per:parents;Lord Tywin
Olenna Tyrell;per:spouse;Lady Olenna Tyrell
Cersei;per:children;Robert
Jon;per:siblings;Pypar
Brother;per:siblings;Jon
Joffrey;per:parents;Tyrell
Sansa;per:spouse;Lord Mace Tyrell
Ser;per:siblings;Osney
Lady Cersei;per:spouse;Robert
Ser Osney;per:siblings;Ser Osfryd
Ser Garlan;per:siblings;Loras Tyrell
Aemon Aemon Targaryen;per:parents;Viserys II
Loras;per:children;Tyrell
Margaery;per:spouse;Tommen
Lysa;per:parents;Mother
Dalla;per:siblings;Val
Ser Endrew Tarth;per:siblings;Ser Aladale Wynch
Tywin;per:siblings;Ser Kevan
Aegon;per:children;Rhaegar
Aegon;per:children;Rhaegar
Ser Emmon Frey;per:spouse;Lady Genna
Samwell Tarly;per:siblings;Gilly
Stannis;per:spouse;Queen Cersei
Prince Aemon Aemon Targaryen;per:parents;Viserys II
Val;per:children;Gilly
Eddard Stark;per:children;Catelyn Stark
Myranda;per:parents;Nestor Royce
Sansa;per:children;Myranda
Myranda;per:parents;Lord Nestor
Catelyn;per:parents;Stark
Lady Lysa;per:spouse;Robert
Merrett;per:siblings;Walder
Stevron;per:children;Ser Ryman
Stevron;per:children;Ser Ryman
Baelor Targaryen;per:parents;Daeron II
Baelor Targaryen;per:parents;Daeron II
Baelor Targaryen;per:parents;Daeron II
Baelor Targaryen;per:parents;Daeron II
Baelor Targaryen;per:parents;Daeron II
Baelor Targaryen;per:parents;Daeron II
Baelor Targaryen;per:parents;Daeron II
Kyra;per:spouse;Garse Goodbrook
