Bran;per:siblings;Jon Snow
Bran;per:siblings;Jon Snow
Jon;per:siblings;Bran
Bran;per:parents;Father
Harwin;per:parents;Hullen
Jon;per:parents;Father
Bran;per:parents;Father
Jon;per:children;Lysa
Targaryens;per:siblings;Targaryen
Khal Moro;per:children;Rhogoro
Jaime;per:siblings;Robert
Father;per:children;Bran Stark
Eddard Stark;per:parents;Rickard Stark
Jon Arryn;per:children;Eddard Stark
Arya;per:siblings;Robb
Eddard Stark;per:children;Jon
Sansa;per:spouse;Joffrey
Stark;per:children;Eddard Stark
Arya;per:siblings;Sansa
Sansa;per:siblings;Jeyne
Sansa;per:spouse;Prince Joffrey Baratheon
Aemon Aemon Targaryen;per:parents;Viserys II
Ser Erryk;per:siblings;Ser Arryk
Mother;per:children;Bran
Jaime;per:siblings;Tyrion
Eddard;per:siblings;Bran Stark
Tyrion;per:siblings;Lannister
Daenerys Targaryen;per:spouse;Khal Drogo
Viserys;per:siblings;Targaryen
Tyrion;per:siblings;Stark
Maester;per:children;Luwin
Arya;per:siblings;Sansa
Sansa;per:siblings;Arya
Arya;per:parents;Father
Arya;per:siblings;Sansa
Joffrey;per:children;Prince Joffrey
Arya;per:siblings;Sansa
Joffrey Baratheon;per:siblings;Baratheon
Bran;per:siblings;Robb
Bran;per:siblings;Jon
Bran;per:siblings;Robb
Lysa;per:siblings;Varys
Jon;per:siblings;Rickon
Hullen;per:children;Harwin
Rhaegar;per:siblings;Rhaegar Targaryen
Bran;per:siblings;Rickon
Lord Rickard;per:siblings;Stark
Lannister;per:siblings;Jon
Yoren;per:siblings;Bran
Robb Stark;per:siblings;Bran
Jaehaerys;per:siblings;Aerys Targaryen
Eddard Stark;per:children;Arya
Arya;per:parents;Stark
Garlan;per:siblings;Lord Stannis
Garlan Tyrell;per:siblings;Margaery
Patrek;per:parents;Jason Mallister
Hoster Tully;per:children;Catelyn
Her;per:parents;Ser Rodrik
Ser Robar;per:siblings;Ser Andar Royce
Patrek Mallister;per:parents;Lord Jason
Ser Gregor Gregor Clegane;per:siblings;Sandor Clegane
Robar;per:parents;Yohn Royce
Ser Gregor;per:parents;Father
Sansa;per:siblings;Arya
Arya;per:parents;Eddard Stark
Jaime;per:siblings;Tyrion Tyrion
Father;per:children;Arya
Robert;per:spouse;Catelyn
Lord Hoster;per:siblings;Tully
Lord Arryn;per:children;Lysa
Lysa;per:children;Catelyn
Jon Arryn;per:parents;Mother
Baratheon;per:siblings;Stannis
Robb;per:parents;Father
Bran;per:parents;Father
Lady Arryn;per:children;Jaime
Jory;per:parents;Martyn Cassel
Mother;per:children;Ser Vardis
Gunthor;per:parents;Gurn
Septa Mordane;per:children;Sansa
Arya;per:parents;Father
Father;per:children;Sansa
Arya;per:parents;Father
Joffrey;per:parents;Father
Bran;per:parents;Cersei
Tya Lannister;per:spouse;Gowen Baratheon
Tya Lannister;per:spouse;Gowen Baratheon
Khal Ogo;per:children;Fogo
Rhaegar;per:siblings;Jorah
Rhaegar;per:siblings;Daenerys Targaryen
Rhaegar;per:siblings;Ser Jorah
Rhaegar;per:siblings;Daenerys Targaryen
Rhaegar;per:siblings;Targaryen
Daenerys Targaryen;per:siblings;Rhaegar
Bran Stark;per:spouse;Lyanna
Joffrey;per:parents;Robert
Renly;per:siblings;Robert
Lord Stannis;per:siblings;Robert
Robert;per:children;Joffrey
Jon;per:parents;Jory
Joffrey;per:spouse;Sansa
Lord Rickard;per:parents;Eddard
Rhaegar;per:siblings;Rhaegar Targaryen
Ser Wendel;per:siblings;Ser Wylis
Robb;per:children;Ser Wendel
Sansa;per:parents;Father
Gurn;per:children;Gunthor
Tywin Tyrion;per:parents;Tywin
Tyrion;per:parents;Father
Tyrion;per:siblings;Kevan Lannister
Lady;per:children;Robert
Hoster Tully;per:siblings;Ser Brynden
Catelyn;per:siblings;Edmure
Merrett;per:children;Walder
Lord Frey;per:children;Olyvar
Frey;per:children;Olyvar
Lord Frey;per:children;Olyvar
Lord Walder;per:children;Elmar
Lord;per:parents;Eddard Stark
Father;per:children;Tyrion Tyrion
Father;per:children;Tyrion
Jaime;per:parents;Lannister
Lord Walder;per:children;Robb
Eddard;per:siblings;Torrhen Karstark
Drogo;per:children;Rhaego
Robert;per:parents;Baratheon
Sansa;per:parents;Joffrey
Rhaegar Targaryen;per:siblings;Rhaegar
Fire;per:siblings;Rhaegar
Tywin Lannister;per:siblings;Lord Tywin Lannister
Lord Tywin Lannister;per:siblings;Robert
Baratheon;per:spouse;Margaery Tyrell
Father;per:children;Tyrion
Father;per:children;Tyrion
Old Arya Stark;per:siblings;Robb
Robb;per:siblings;Aemon Targaryen
Eddard;per:siblings;Benjen
Edmure;per:siblings;Lysa
Father;per:children;Catelyn
Robert;per:siblings;Tyrell
