Leo Tyrell;per:parents;Leo Tyrell
Leo Tyrell;per:children;Leo Tyrell
Archmaester Walgrave;per:parents;Leo Tyrell
Leo Tyrell;per:parents;Archmaester Walgrave
Archmaester Walgrave;per:children;Leo Tyrell
Leo Tyrell;per:children;Archmaester Walgrave
Leo Tyrell;per:parents;Moryn
Moryn;per:parents;Leo Tyrell
Aerys II Targaryen;per:parents;Aerys II Targaryen
Aerys II Targaryen;per:children;Aerys II Targaryen
Steffarion;per:parents;His
His;per:children;Steffarion
Balon;per:siblings;Balon
Balon;per:siblings;Balon
Aeron;per:children;his
Quellon;per:spouse;Quellon
Greydon;per:parents;Gorold Goodbrother
Gorold Goodbrother;per:children;Greydon
Quellon;per:spouse;Quellon
Quellon;per:spouse;Urrigon Greyjoy
his;per:siblings;his
his;per:siblings;his
his;per:siblings;his
his;per:siblings;his
Obara;per:siblings;Elia
Elia;per:siblings;Obara
Cersei;per:spouse;Shae
Robert Baratheon;per:spouse;Robert Baratheon
his;per:children;Mace Tyrell
Lucas Lothston;per:parents;Manfryd Lothston
Lucas;per:parents;Manfryd Lothston
Joffrey;per:parents;Brella
Craster;per:spouse;Jon Snow
Jon Snow;per:spouse;Craster
Aemon Targaryen;per:parents;Maekar
his;per:parents;his
Grand Maester Pycelle;per:children;Garlan
Garlan;per:parents;Grand Maester Pycelle
Falyse;per:spouse;Mother
Tywin;per:children;her
her;per:parents;Tywin
her;per:children;her
her;per:parents;her
Tywin;per:parents;her
Ser Ilyn;per:siblings;his
his;per:siblings;Ser Ilyn
his;per:children;his
his;per:parents;his
Jaime;per:parents;Ser Addam Marbrand
Ser Addam Marbrand;per:parents;Tommen
Ser Addam Marbrand;per:parents;Jaime
Denys;per:siblings;Denys
Dontos;per:parents;Ser Symon
Dontos;per:parents;Ser Steffon Hollard
Ser Symon;per:siblings;Ser Steffon Hollard
Ser Symon;per:siblings;Dontos
Ser Steffon Hollard;per:siblings;Ser Symon
Denys;per:siblings;Denys
Denys;per:siblings;Denys
Denys;per:siblings;Denys
Robb;per:parents;Brienne
Brienne;per:children;Robb
Joffrey Baratheon;per:spouse;Petyr Baelish
Petyr Baelish;per:spouse;Tyrion Lannister
Tyrion Lannister;per:spouse;Petyr Baelish
Petyr Baelish;per:spouse;Sandor Clegane
Sandor Clegane;per:spouse;Petyr Baelish
Ser Garlan Tyrell;per:spouse;Tyrion
Petyr Baelish;per:spouse;Ser Garlan Tyrell
Tyrion;per:spouse;Petyr Baelish
Ser Garlan Tyrell;per:spouse;Petyr Baelish
Petyr Baelish;per:spouse;Tyrion
Tyrion;per:spouse;Ser Garlan Tyrell
Jon Arryn;per:siblings;Ronnel
Ronnel;per:siblings;Jon Arryn
Harren;per:parents;Sawane
Hotho;per:children;Hotho
her;per:spouse;her
her;per:spouse;Lady Alannys
Lady Alannys;per:spouse;her
Lady Alannys;per:spouse;Lady Alannys
Lady Alannys;per:spouse;Lady Alannys
her;per:spouse;Lady Alannys
her;per:spouse;Balon
Balon;per:spouse;her
his;per:parents;Balon
Tommen;per:spouse;Cersei
her;per:parents;Olenna Redwyne
her;per:parents;her
Renly;per:siblings;Robert
Robert;per:siblings;Renly
Merryweather;per:spouse;Merryweather
Orton;per:spouse;Orton
Merryweather;per:spouse;Orton
Orton;per:spouse;Merryweather
his;per:siblings;Loras
Mace Tyrell;per:children;Garlan
Garlan;per:parents;Mace Tyrell
Tywin Lannister;per:children;her
her;per:children;her
her;per:parents;Tywin Lannister
her;per:parents;her
Ser Arys;per:children;Arianne
Myrcella;per:children;Arianne
Myrcella;per:siblings;Elia
Queen Naerys;per:siblings;Aemon
Aemon;per:siblings;Aemon
Aemon;per:siblings;his
Aemon;per:siblings;Queen Naerys
his;per:siblings;his
Queen Naerys;per:siblings;his
his;per:siblings;Queen Naerys
his;per:siblings;Aemon
his;per:siblings;his
Rhaenyra;per:parents;his
his;per:children;Rhaenyra
Rhaenyra;per:children;Rhaenyra
