Jon;per:siblings;His
His;per:siblings;Jon
Catelyn;per:parents;Catelyn
Catelyn;per:parents;his
him;per:parents;Hoster Tully
Robert Baratheon;per:parents;Hoster Tully
Eddard Stark;per:parents;Hoster Tully
Robert Baratheon;per:parents;Robert Baratheon
Hoster Tully;per:parents;Robert Baratheon
him;per:parents;Robert Baratheon
Hoster Tully;per:siblings;Eddard Stark
his;per:parents;Hoster Tully
Daenerys Targaryen;per:siblings;Daenerys Targaryen
her;per:siblings;Daenerys Targaryen
her;per:siblings;her
Daenerys Targaryen;per:siblings;her
Robert I Baratheon;per:siblings;Her
Elia Martell;per:siblings;Viserys
Viserys;per:siblings;Elia Martell
her;per:siblings;Her
his;per:siblings;Daenerys Stormborn
Daenerys Stormborn;per:siblings;his
Khal Moro;per:children;Rhogoro
Rhogoro;per:parents;his
his;per:children;Rhogoro
her;per:siblings;Ser Jorah
Ser Jorah;per:siblings;Ser Jorah
Ser Jorah;per:siblings;her
her;per:siblings;her
Her;per:siblings;her
Drogo;per:siblings;her
her;per:siblings;Ser Jorah
her;per:siblings;Drogo
her;per:siblings;Her
her;per:siblings;her
Drogo;per:siblings;Ser Jorah
Ser Jorah;per:siblings;her
Robert;per:siblings;Jaime
Eddard Stark;per:siblings;Jaime
Robert Baratheon;per:spouse;Robert
Robert;per:spouse;Robert
Robert;per:spouse;Robert Baratheon
Lysa;per:siblings;grief?Robert Baratheon
his;per:siblings;grief?Robert Baratheon
grief?Robert Baratheon;per:siblings;his
Lady Stark;per:siblings;Jon
Jon;per:siblings;Lady Stark
Robert I Baratheon;per:parents;Robert Baratheon
Jon;per:siblings;Jon
Jon;per:siblings;His
His;per:siblings;Jon
Ben;per:spouse;Jon
Jon;per:spouse;Jon
Robb;per:siblings;Arya
Arya;per:siblings;Robb
Robb;per:siblings;His
Arya;per:siblings;Arya
Sansa;per:siblings;Arya
His;per:siblings;Arya
Robb;per:siblings;Sansa
Eddard Stark;per:spouse;Catelyn
Catelyn;per:spouse;Eddard Stark
her;per:spouse;Eddard Stark
Eddard Stark;per:children;Eddard Stark
Eddard Stark;per:parents;Eddard Stark
Jon;per:parents;Jon
Benjen;per:siblings;Jon
Benjen;per:siblings;Benjen
Jon;per:siblings;Benjen
Jon;per:children;Jon
Jon;per:parents;Jon
Arya;per:siblings;Sansa
Sansa;per:siblings;Arya
Joffrey;per:parents;Winterfell
Arya;per:spouse;Joffrey
Sansa;per:spouse;Prince Joffrey Baratheon
Prince Joffrey Baratheon;per:spouse;Sansa
Ser Erryk;per:siblings;Ser Arryk
his;per:spouse;Robert
Robert;per:spouse;his
his;per:spouse;his
his;per:spouse;his
Tyrion;per:siblings;his
Jaime;per:siblings;Tyrion
his;per:siblings;Tyrion
Jaime;per:siblings;his
his;per:siblings;his
Tyrion;per:siblings;Jaime
his;per:siblings;Jaime
His;per:siblings;His
His;per:siblings;His
Daenerys Targaryen;per:spouse;Khal Drogo
Khal Drogo;per:spouse;Daenerys Targaryen
Dothraki;per:siblings;her
her;per:siblings;Dothraki
Dothraki;per:siblings;Dothraki
her;per:siblings;her
Khal Drogo;per:siblings;Viserys
Viserys;per:siblings;Khal Drogo
Viserys;per:siblings;Her
Her;per:siblings;Viserys
Viserys;per:siblings;Her
Her;per:siblings;Viserys
Aerys;per:siblings;Bran Stark
Robert;per:spouse;Brother of the Kingsguard
Brother of the Kingsguard;per:spouse;Robert
his;per:parents;his
he;per:siblings;Robb
her;per:children;Maester Luwin
her;per:children;her
Lysa;per:spouse;Catelyn
Arryn;per:spouse;Lysa
Arryn;per:spouse;Arryn
Catelyn;per:spouse;Lysa
Lysa;per:spouse;Arryn
her;per:spouse;Catelyn
Arryn;per:spouse;Catelyn
Sansa;per:siblings;Arya
Arya;per:siblings;Arya
Sansa;per:siblings;Arya
