Robert;per:siblings;Stark Stark
Ser Horas Redwyne;per:siblings;Ser Meryn
Joffrey;per:parents;Robert
Aemon Aemon Targaryen;per:parents;Maekar
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Walder;per:parents;Merrett
Walder;per:spouse;Crakehall
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Calon;per:parents;Tomard
Tomard;per:children;Calon
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Aemon;per:parents;Maekar
Aemon Targaryen;per:parents;Maekar
Aemon Targaryen;per:parents;Maekar
Maekar;per:children;Aemon
Catelyn;per:siblings;Ser Edmure Tully
Edmure;per:siblings;Catelyn
Shae;per:siblings;Tysha
Stannis Baratheon;per:children;Devan
Robb;per:siblings;Jon Snow
Doreah;per:siblings;Viserys
Viserys;per:siblings;Khal Drogo
Jason Mallister;per:siblings;Ser Hosteen
Ser Axell;per:children;Shireen
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Aerys;per:siblings;Jaime
Ser Rodrik;per:children;Beth
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Merrett;per:children;Walder Frey
Catelyn;per:parents;Robert
Brienne Tarth;per:parents;Selwyn
Lady Catelyn Stark;per:children;Robb
Gyles;per:spouse;Lady Ermesande
Stark;per:parents;Joffrey
Arya;per:siblings;Meera
Ilyn Payne;per:children;Joffrey
Hobber;per:siblings;Sandor Clegane
Jaime;per:siblings;Sansa
Jaime;per:children;Catelyn
Robert;per:siblings;Brienne
Meera;per:siblings;Jojen Reed
Martyn Rivers;per:siblings;Ser Perwyn
Brienne Tarth;per:parents;Selwyn
Brienne;per:siblings;Ser Edmure Tully
Catelyn;per:siblings;Robb
Aemon Aemon Targaryen;per:parents;Maekar
Jalabhar Xho;per:parents;Lady Tanda
Joffrey;per:siblings;Sansa Stark
Horas Redwyne;per:children;Lollys
Joffrey;per:parents;Jaime
Jojen Reed;per:siblings;Meera
Aegon Targaryen;per:parents;Rhaegar
Swann;per:children;Balon
Stark Stark;per:siblings;Robb
Aemon Aemon Targaryen;per:parents;Maekar
Catelyn;per:children;Bran Catelyn
Bran Stark;per:parents;Lord Rickard
Robb;per:siblings;Sansa
Ser Meryn;per:siblings;Robb
Aemon Aemon Targaryen;per:parents;Maekar
Aegon Targaryen;per:parents;Rhaegar
Ser Loras;per:siblings;Ser Garlan Tyrell
Ser Garlan Tyrell;per:siblings;Ser Loras
Grace;per:parents;Robert
Edwyle;per:parents;Lord Willam
Rickard Stark;per:parents;Edwyle
Rickard Stark;per:parents;Edwyle
Rickard Stark;per:parents;Edwyle
Rickard Stark;per:parents;Edwyle
