Maester Vyman;per:children;Catelyn
Catelyn;per:siblings;Lysa
Rickon;per:siblings;Bran
Lannister;per:siblings;Catelyn
Tyrek;per:parents;Tarly
Joffrey;per:spouse;Margaery
Cersei;per:siblings;Tarly
Ser Osfryd;per:siblings;Osney Oswell Kettleblack
Lady Alerie;per:spouse;Tyrell
the Lady Olenna;per:spouse;Luthor Tyrell
Robert;per:children;Renly
Sansa;per:spouse;Lord Luthor
Tyrell;per:siblings;Loras
Ser Loras;per:spouse;Sansa
Myrcella;per:siblings;Robb
Balerion;per:siblings;Viserys
Aegon;per:spouse;Visenya
Rickon;per:siblings;Bran
Aemon Aemon Targaryen;per:parents;Maekar I)
Robert Baratheon;per:children;Jaime
Aegon;per:parents;Rhaegar
Aemon Aemon Targaryen;per:parents;Maekar
Gawen;per:spouse;Lady Sybell
Walder Frey;per:parents;Ryman
Jon Arryn;per:children;Edmure
Queen Margaery's;per:siblings;Loras Tyrell
Walder Frey;per:parents;Ryman
Jon;per:parents;Tormund
Jon;per:siblings;Arya
Jon;per:children;Munda
Sansa;per:siblings;Margaery
Aemon Targaryen;per:siblings;Queen Naerys
Sansa;per:parents;Lord Tyrell
Joffrey Baratheon;per:spouse;Margaery
Tywin;per:parents;Hullen
Samwell Tarly;per:siblings;Dickon
Randyll;per:children;Samwell Tarly
Samwell Tarly;per:siblings;Dickon
Talla;per:siblings;Samwell Tarly
Lysa Arryn;per:parents;Hoster Tully's
Mace Tyrell's;per:children;Ser Garlan
Grace King;per:children;Joffrey
Mace;per:children;Willas
Highgarden;per:spouse;Sybell Spicer
Sansa Stark;per:spouse;Tyrion
Edmure;per:siblings;Catelyn's
Willem;per:parents;Ser Kevan Lannister
Catelyn;per:parents;Maester Vyman
Joffrey;per:spouse;Myrcella
Aemon Targaryen;per:parents;Maekar
Robb;per:siblings;Arya
Arya;per:siblings;Robb
Robb;per:siblings;Arya
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Aemon Targaryen;per:parents;Maekar I)
Aemon Targaryen;per:parents;Maekar I)
Ser Imry;per:parents;Ryam
Joffrey;per:siblings;Tommen
Jon;per:siblings;Arya
Val;per:siblings;Dalla
Ygritte;per:siblings;Gendel
Tanda;per:children;Sansa
Sansa;per:siblings;Willas
Sansa;per:siblings;Willas
Bran Stark;per:parents;Lord Rickard
Renly;per:children;Bran Stark
Brienne Tarth;per:parents;Selwyn
King Tommen 's;per:siblings;Gerion Lannister
Craster;per:spouse;Gilly
Gilly;per:parents;Craster
Lister;per:siblings;Lennocks
Randa;per:siblings;Matt
Catelyn;per:siblings;Edmure-Lord Edmure
Catelyn;per:siblings;Edmure
Rollam The man squire;per:siblings;Ser Raynald
Ser Kevan's;per:children;Martyn
Lothar;per:siblings;Walder Rivers
Lothar;per:siblings;Walder Rivers
Walder Frey;per:parents;Jammos
Ser Rodrik;per:children;Beth
Ser Rodrik's;per:children;Beth
Roslin;per:parents;Lady Bethany
Lothar Frey;per:siblings;Edmure
Lothar Frey;per:siblings;Edmure
Daemon Blackfyre;per:siblings;Toyne
Aegon Targaryen;per:parents;Rhaegar
Walda Frey;per:parents;Walton
Walda Frey;per:parents;Merrett
Walda Frey;per:parents;Merrett
the Lady Roslin Frey;per:spouse;Edmure Edmure Tully
Harmen Uller;per:siblings;Ser Ulwyck
Dagos Manwoody;per:siblings;Ser Myles
Larra Blackmont;per:children;Jynessa
Tywin;per:siblings;Jaime
Gregor Clegane;per:siblings;Sandor Clegane
Eddard Stark's;per:children;the Prince of Winterfell
Jon;per:parents;Ygritte
Alysanne;per:spouse;Jaehaerys I Targaryen
Alysanne;per:spouse;King Jaehaerys I Targaryen
Wylla;per:siblings;Arya
Eddard Stark;per:parents;Robert
Bran Stark;per:siblings;Eddard Stark
Tywin Lannister's;per:parents;Lord Tytos
Ser Raynald;per:siblings;Jeyne
Dacey;per:parents;Lady Maege
Maege;per:children;Dacey
Bran Stark;per:siblings;Edmure
Lothar;per:siblings;Bran Stark
Catelyn;per:siblings;Bran Stark
Baelor Targaryen;per:parents;Daeron II
Deepwood Motte;per:spouse;Robett
Bran;per:siblings;Rickon
Ser Ryman;per:parents;Ser Stevron
Walder;per:siblings;Ryman
Walder Frey;per:parents;Ryman
Walder Frey;per:parents;Ryman
Walder Frey;per:parents;Ryman
Walder Frey;per:parents;Ryman
Walder Aegon Frey;per:parents;Stevron
Arwyn;per:parents;Aegon Frey
Aegon Frey;per:parents;Stevron
Aegon Frey;per:parents;Stevron
Aegon Frey;per:parents;Stevron
Roslin;per:parents;Lady Frey
Aegon Frey;per:parents;Stevron) mouth
Aegon Frey;per:parents;Stevron
Aegon Frey;per:parents;Stevron
Aegon Frey;per:parents;Stevron
Aegon Frey;per:parents;Stevron
Aegon Frey;per:parents;Stevron
Aegon Frey;per:parents;Stevron
Dreadfort;per:children;Ramsay
Aegon Frey;per:parents;Stevron
Aegon Frey;per:parents;Stevron
Walda Frey;per:parents;Walton
Walder;per:children;Merrett
Walda Frey;per:parents;Walton
Walda Frey;per:parents;Merrett
Walda Frey;per:parents;Merrett
Walda Frey;per:parents;Merrett
Walda Frey;per:parents;Merrett
Walda Frey;per:parents;Merrett
Walda Frey;per:parents;Merrett
Walda Frey;per:parents;Merrett
Walda Frey;per:parents;Merrett
Walda Frey;per:parents;Merrett
Walda Frey;per:parents;Merrett
Walda Frey;per:parents;Merrett
Walda Frey;per:parents;Merrett
Aegon Frey;per:parents;Stevron
Walda Frey;per:parents;Merrett
Walda Frey;per:parents;Merrett) Bolton
Walda Frey;per:parents;Merrett
Walda Frey;per:parents;Merrett
Aegon Frey;per:parents;Stevron
Aegon Frey;per:parents;Stevron
Aegon Frey;per:parents;Stevron
