Bran;per:siblings;Jon Snow
Bran;per:siblings;Jon Snow
Jon;per:siblings;Bran
Harwin;per:parents;Hullen
Catelyn;per:spouse;Eddard Stark
Jon;per:children;Lysa
Elia Martell;per:siblings;Viserys
Khal Moro;per:children;Rhogoro
Theon;per:parents;Eddard Stark
Jaime;per:siblings;Robert
Rickard Stark;per:children;Eddard Stark
Jon Arryn;per:children;Eddard Stark
Jon;per:parents;Lady Stark
Arya;per:siblings;Robb
Eddard Stark;per:children;Jon
Eddard Stark;per:children;Catelyn
Catelyn;per:spouse;Eddard Stark
Sansa;per:spouse;Joffrey
Catelyn;per:parents;Eddard Stark
Jon;per:parents;Eddard Stark
Arya;per:siblings;Sansa
Sansa;per:siblings;Jeyne
Bran;per:parents;the Hand of the King
Aemon Aemon Targaryen;per:parents;Maekar I)
Ser Erryk;per:siblings;Ser Arryk
Jaime;per:spouse;Cersei
Jaime;per:siblings;Tyrion
Eddard;per:siblings;Bran Stark
Daenerys Targaryen;per:spouse;Khal Drogo
Khal Drogo;per:siblings;Viserys
Viserys;per:siblings;Illyrio
Maester Luwin;per:children;Catelyn
Catelyn;per:children;Bran
Sansa;per:siblings;Arya
Arya;per:siblings;Sansa
Sansa;per:siblings;Arya
Sansa;per:siblings;Arya
Arya;per:siblings;Sansa
Joffrey;per:children;Prince Joffrey
Arya;per:siblings;Sansa
Jory;per:parents;Eddard Stark
Bran;per:siblings;Robb
Bran;per:siblings;Robb
Lysa;per:siblings;Varys
Jon;per:siblings;Rickon
Tyrion;per:siblings;Jaime
Sansa;per:siblings;Arya
Hullen;per:children;Harwin
Rhaegar;per:siblings;Rhaegar Targaryen
Bran;per:siblings;Rickon
Arya Stark;per:siblings;Jon
Tyrion Lannister;per:siblings;Jon
Robb;per:siblings;Jon
Yoren;per:siblings;Bran
Robb Stark;per:siblings;Bran
Jaehaerys;per:siblings;Aerys Targaryen
Eddard Stark;per:children;Arya
Eddard Stark;per:children;Arya
Robb;per:siblings;Arya
Randyll Tarly;per:children;Samwell
Samwell;per:parents;Ser Alliser
Samwell Tarly;per:siblings;Grenn
Garlan Tyrell;per:siblings;Stannis
Garlan Tyrell;per:siblings;Margaery
Jason Mallister;per:children;Patrek
Hoster Tully;per:children;Catelyn
Ser Robar;per:siblings;Ser Andar Royce
Patrek Mallister;per:parents;Jason
Martyn Rivers;per:parents;Walder Frey
Sandor Clegane;per:siblings;Garlan Tyrell
Sandor Clegane;per:siblings;Ser Gregor Gregor Clegane
Robar;per:parents;Yohn Royce's
Mace Tyrell;per:children;Ser Loras
Sansa;per:siblings;Arya
Arya;per:parents;Eddard Stark
Aemon Aemon Targaryen;per:parents;Maekar I)
Jaime;per:siblings;Tyrion Tyrion
Hand;per:spouse;Tully
Robert;per:spouse;Catelyn
Hoster;per:siblings;Brynden Tully
Lysa;per:siblings;Catelyn
Arryn;per:siblings;Cersei
Lysa;per:children;Catelyn
Daenerys Targaryen;per:siblings;Viserys
Robert Baratheon;per:siblings;Stannis
Arryn;per:children;Jaime
Jory;per:parents;Martyn Cassel
Jaime;per:siblings;Tyrion
Robert;per:spouse;Lyanna
Shagga;per:parents;Dolf
Tyrion;per:parents;Tywin
Gunthor;per:parents;Gurn
Gunthor;per:parents;Gurn
Gunthor;per:parents;Gurn
Gunthor;per:parents;Gurn
Catelyn;per:siblings;Edmure Tully
Bran;per:parents;Cersei
Tya Lannister;per:spouse;Gowen Baratheon
Tya Lannister;per:spouse;Gowen Baratheon
the khalakka Fogo;per:parents;Khal Ogo
Ser Jorah;per:siblings;Rhaegar
Rhaegar;per:siblings;Daenerys Targaryen
Rhaegar;per:siblings;Ser Jorah
Rhaegar;per:siblings;Daenerys Targaryen
Ser Jorah;per:siblings;Rhaegar
Daenerys Targaryen;per:siblings;Rhaegar
Daenerys Targaryen;per:siblings;Rhaegar
Bran Stark;per:spouse;Lyanna
Joffrey;per:parents;Robert
Renly;per:siblings;Robert
Stannis;per:siblings;Robert
Jory;per:children;Jon
the Lady Catelyn;per:children;Sansa Sansa
Joffrey;per:parents;the Lady Catelyn Stark
Lord Rickard;per:children;Bran Stark
Rhaegar;per:siblings;Rhaegar Targaryen
Rhaego;per:parents;Drogo
Drogo;per:parents;Bharbo
Ser Wylis;per:siblings;Ser Wendel
Edmure;per:siblings;Catelyn
Robb;per:children;Ser Wendel
Chella;per:parents;Cheyk of the Black Ears
Jaime;per:siblings;Tyrion
Gunthor;per:parents;Gurn
Gunthor;per:parents;Gurn
Gunthor;per:parents;Gurn
Gunthor;per:parents;Gurn
Tyrion;per:siblings;Kevan Lannister
Chella;per:parents;Cheyk of the Black Ears
Chella;per:parents;Cheyk of the Black Ears
Conn;per:parents;Coratt
Shagga;per:parents;Dolf
Ulf;per:parents;Umar of the Moon Brothers
Tywin;per:parents;Tytos of House Lannister
Shagga;per:parents;Dolf
Shagga;per:parents;Dolf
Chella;per:parents;Cheyk
Lysa Arryn;per:children;Robert
Hoster Tully;per:siblings;Ser Brynden
Edmure;per:siblings;Catelyn
Edmure;per:siblings;Catelyn
Merrett;per:children;Walder
Ronel Rivers;per:parents;Walder
Frey;per:children;Olyvar
Frey;per:children;Olyvar
Frey;per:children;Olyvar
Walder;per:children;Elmar
Aemon Aemon Targaryen;per:parents;Maekar I)
Fogo;per:siblings;Khal Ogo
Conn;per:parents;CorattCoratt
Tyrion;per:siblings;Jaime
Tywin Lannister's;per:children;Jaime
Tyrion;per:parents;Umar
Ulf;per:parents;Umar
Conn;per:parents;Coratt
Conn;per:parents;Coratt
Chella;per:parents;Cheyk
Tywin Lannister;per:children;Addam Marbrand
Walder;per:children;Robb
Eddard;per:siblings;Torrhen Karstark
Dacey Mormont;per:parents;Maege
Daenerys Targaryen;per:children;Rhaego
Drogo;per:children;Rhaego
Aemon Targaryen;per:parents;Maekar I)
Sansa;per:parents;Joffrey
Rhaegar Targaryen;per:children;Drogo
Rhaegar Targaryen;per:siblings;Rhaegar
Renly Baratheon;per:spouse;Margaery Tyrell
Arya Stark;per:siblings;Robb
Robb;per:siblings;Mormont
Robb;per:siblings;Aemon Targaryen
Eddard;per:siblings;Benjen
Edmure;per:siblings;Lysa
Joffrey;per:parents;Robert
Garlan Tyrell's;per:siblings;Robert
